PERSONID,PRDTIND1,PRDTOCC1,PRTAGE,PEMARITL,PESEX,PEEDUCA,PTDTRACE,PRFTLF,GTCBSA,PEHRUSL1,PEHRUSLT
62065,4,19,38,1,1,33,1,1,12580,40,40
62084,40,8,60,6,1,43,2,1,12580,35,35
62086,38,14,55,6,2,41,2,2,12580,24,24
62118,49,13,63,3,2,35,1,1,12580,40,40
62121,42,11,40,1,1,40,1,1,12580,40,40
62123,36,7,27,6,2,45,1,1,12580,40,40
62136,36,5,33,6,2,45,1,1,12580,60,60
62181,40,8,40,6,2,44,2,1,12580,75,75
62182,23,22,24,6,2,43,1,1,12580,40,40
62201,23,22,26,6,1,39,1,1,12580,40,40
62202,51,12,43,6,1,40,2,1,12580,40,40
62227,41,11,41,6,2,39,2,1,12580,40,40
62270,51,17,65,3,2,40,2,2,12580,22,22
62274,36,5,24,6,1,43,1,1,12580,40,40
62275,36,10,24,6,1,43,4,1,12580,40,40
62276,51,5,24,6,2,43,1,1,12580,40,40
62304,51,2,37,3,2,43,2,1,12580,40,40
62317,7,17,54,4,2,36,1,1,12580,40,40
62318,10,21,26,6,1,41,1,1,12580,40,40
63717,22,16,24,5,1,40,4,1,14460,40,40
63719,41,6,37,2,2,43,1,1,14460,35,35
63723,21,7,28,6,1,46,1,1,14460,40,40
63724,46,13,45,6,2,43,1,1,14460,40,40
63725,41,6,45,6,2,44,1,1,14460,40,40
63726,32,3,41,6,2,43,1,1,14460,40,40
63729,45,14,41,1,2,39,4,1,14460,40,40
63730,46,13,41,1,1,35,4,2,14460,30,30
63737,51,12,48,2,1,39,1,1,14460,60,60
63743,22,16,22,6,2,40,1,1,14460,40,40
63744,36,5,26,6,2,43,1,1,14460,40,40
63746,44,8,35,6,2,44,1,1,14460,40,40
63752,43,22,15,6,2,34,1,1,14460,35,35
63765,14,16,19,6,2,39,1,1,14460,40,40
63768,51,12,59,3,1,43,1,1,14460,60,60
63786,41,10,28,6,1,45,1,1,14460,50,50
63788,27,9,40,1,1,40,1,1,14460,40,40
63803,40,17,57,1,2,39,2,1,14460,38,38
63804,45,1,61,1,1,39,2,1,14460,40,40
63810,40,8,33,6,2,44,4,1,14460,40,40
63816,23,22,60,5,1,39,2,1,14460,40,40
63817,14,13,27,6,2,40,6,1,14460,40,40
63818,36,17,27,6,1,43,1,1,14460,40,40
63825,36,3,24,6,1,43,4,1,14460,40,40
63831,49,1,31,6,2,43,4,1,14460,40,40
63832,49,1,35,6,1,44,4,1,14460,40,40
63833,33,3,27,6,1,43,1,1,14460,40,40
63834,46,13,24,6,1,39,1,1,14460,-4,-4
63835,36,9,26,6,1,44,1,2,14460,20,20
63845,39,8,25,6,1,43,1,1,14460,40,40
63846,36,9,23,6,2,43,1,1,14460,40,40
63847,49,17,24,6,2,43,1,1,14460,40,40
63848,40,8,50,1,2,44,2,1,14460,40,40
63851,44,16,19,6,1,40,2,2,14460,-4,-4
63854,46,13,35,4,2,43,1,2,14460,32,32
63857,40,1,26,6,1,43,4,1,14460,35,35
63858,32,7,25,6,1,43,4,1,14460,40,40
63859,36,3,26,6,1,43,4,1,14460,40,40
63861,22,16,22,6,2,39,1,1,14460,35,35
63862,36,2,23,6,1,43,1,1,14460,40,40
63863,36,2,22,6,1,43,1,1,14460,40,40
63864,36,2,23,6,1,43,1,1,14460,40,40
63865,33,2,23,6,1,43,1,1,14460,40,40
63868,33,2,26,6,1,43,1,1,14460,40,40
63869,41,10,26,6,2,43,1,1,14460,36,36
63870,25,7,26,1,2,44,1,1,14460,-4,-4
63871,42,10,26,1,1,45,1,1,14460,-4,-4
63876,38,2,39,1,1,42,1,1,14460,40,40
63879,41,5,73,1,1,46,1,1,14460,40,40
63888,43,21,27,6,1,40,1,1,14460,60,60
63889,48,15,28,6,2,43,1,1,14460,-4,-4
63890,32,2,32,2,2,43,1,1,14460,50,50
63893,41,10,35,1,2,46,4,1,14460,60,60
63894,49,1,35,1,1,44,1,1,14460,55,55
63896,42,10,53,1,2,45,1,1,14460,45,45
63897,41,10,53,1,1,45,4,1,14460,40,40
63899,40,15,16,6,1,36,8,1,14460,35,35
63905,40,5,28,6,1,43,4,1,14460,40,40
63906,46,13,41,6,2,34,1,1,14460,40,40
63912,40,1,51,1,2,44,1,1,14460,40,40
63913,40,8,57,1,1,46,1,2,14460,7,7
63926,22,16,30,6,2,39,2,1,14460,35,35
63931,41,2,37,6,1,43,4,1,14460,40,40
63933,38,16,29,1,1,43,1,1,14460,50,50
63934,48,15,28,1,2,44,1,1,14460,45,45
63944,38,12,45,6,2,43,2,1,14460,40,40
63945,38,8,26,6,2,43,2,1,14460,40,40
63946,16,4,26,1,1,43,1,1,14460,40,40
63947,25,7,26,1,2,45,1,1,14460,60,60
63951,41,10,67,3,2,40,2,1,14460,40,40
63952,42,17,33,6,2,39,2,1,14460,40,40
63955,22,22,20,6,1,39,2,1,14460,40,40
63958,23,14,55,6,1,40,1,1,14460,60,60
63960,41,11,38,4,2,40,2,1,14460,36,36
63962,51,6,17,6,1,37,2,2,14460,20,20
63967,14,21,71,4,1,34,2,2,14460,29,29
63975,41,10,26,6,2,46,1,1,14460,55,55
63980,41,8,42,6,2,45,2,1,14460,60,60
63982,7,20,53,1,1,38,4,1,14460,35,35
63983,48,15,50,1,2,38,4,1,14460,-4,-4
63985,14,21,17,6,2,37,4,1,14460,40,40
63988,23,17,62,6,2,40,4,1,14460,40,40
63994,51,12,34,6,1,40,1,1,14460,40,40
64001,33,16,48,6,1,43,2,1,14460,40,40
64006,42,11,43,1,2,39,2,2,14460,32,32
64007,23,22,48,1,1,39,2,2,14460,30,30
64010,43,1,41,4,2,44,1,1,14460,40,40
64013,32,2,30,6,1,43,1,1,14460,40,40
64014,32,1,31,6,2,43,1,1,14460,40,40
64017,4,19,30,1,1,35,1,2,14460,20,20
64018,38,14,37,1,2,34,1,2,14460,15,15
64021,43,17,26,2,2,39,2,1,14460,40,40
64024,38,14,47,6,2,33,2,2,14460,24,24
64026,43,15,16,6,2,36,2,2,14460,20,20
64027,32,1,20,6,2,43,2,1,14460,40,40
64028,21,1,37,4,1,39,1,1,14460,60,60
64051,41,6,30,6,2,44,1,1,14460,40,40
64052,36,1,29,6,2,43,1,1,14460,50,50
64055,22,16,21,6,2,40,1,1,14460,38,38
64056,38,7,56,1,2,42,1,1,14460,35,35
64057,4,19,63,1,1,39,1,1,14460,35,35
64069,42,11,53,4,2,39,2,1,14460,40,40
64070,49,2,23,6,1,43,2,1,14460,40,40
64071,32,2,30,1,1,43,1,1,14460,40,40
64072,36,1,31,1,2,44,1,1,14460,40,40
64086,34,16,34,6,1,44,1,1,14460,50,50
64092,40,8,34,1,1,44,1,1,14460,45,45
64093,41,5,32,1,2,46,2,1,14460,55,55
64102,46,13,53,1,1,32,1,1,14460,40,40
64103,46,13,52,1,2,33,1,2,14460,-4,-4
64105,51,12,25,6,1,43,1,1,14460,40,40
64108,40,2,26,6,2,43,1,1,14460,50,50
64111,46,13,34,6,2,36,4,2,14460,30,30
64114,46,13,60,1,1,43,4,2,14460,30,30
64115,45,14,60,1,2,43,4,2,14460,30,30
64119,36,3,46,2,2,43,1,1,14460,40,40
64122,14,1,52,1,1,44,1,1,14460,40,40
64123,34,1,46,1,2,43,1,1,14460,40,40
64126,46,13,21,6,1,40,2,1,14460,45,45
64131,22,3,26,6,2,43,1,1,14460,40,40
64135,36,9,24,6,1,43,1,1,14460,50,50
64152,41,6,29,4,2,44,1,1,14460,40,40
64153,4,9,28,6,1,43,1,1,14460,40,40
64154,40,17,42,6,2,44,1,1,14460,40,40
64166,41,10,31,4,2,43,2,1,14460,36,36
64168,41,15,85,3,2,39,1,2,14460,16,16
64180,14,1,47,6,2,44,1,1,14460,60,60
66824,22,14,47,6,2,46,2,1,19820,40,40
66831,38,14,30,6,1,39,2,1,19820,40,40
66833,42,10,28,6,2,44,1,1,19820,40,40
66836,34,14,40,6,1,39,2,1,19820,40,40
66839,14,13,20,6,1,39,2,1,19820,40,40
66840,38,14,21,6,1,39,2,1,19820,35,35
66841,51,12,55,6,1,39,2,1,19820,40,40
66855,41,15,34,1,2,40,2,1,19820,40,40
66856,23,17,33,1,1,40,2,1,19820,40,40
66887,51,20,45,1,1,39,2,1,19820,40,40
66888,22,16,43,1,2,39,2,1,19820,40,40
66891,38,12,36,6,2,39,2,1,19820,48,48
66897,49,14,61,6,1,37,2,1,19820,40,40
66915,36,17,51,1,2,40,1,1,19820,35,35
66930,22,17,27,6,1,35,1,1,19820,-4,-4
66949,40,8,31,6,2,43,2,1,19820,40,40
66972,51,19,61,5,1,41,1,1,19820,40,40
66977,42,11,42,1,2,39,2,1,19820,40,40
66978,34,21,49,1,1,39,2,1,19820,40,40
67034,46,14,55,1,2,39,2,1,19820,40,40
67085,22,22,25,6,1,36,1,1,19820,35,35
67087,22,21,22,6,2,40,1,1,19820,40,40
67118,22,16,20,6,1,40,2,2,19820,30,30
67119,40,16,46,1,2,39,2,1,19820,40,40
67120,23,22,51,1,1,40,2,1,19820,40,40
67130,22,17,26,6,1,43,4,1,19820,40,40
67131,22,17,44,6,1,40,2,1,19820,40,40
67133,44,12,24,6,2,42,2,1,19820,40,40
67134,22,16,29,6,1,42,2,1,19820,40,40
67141,42,11,47,6,2,40,2,2,19820,11,11
67148,51,2,35,6,2,43,2,1,19820,40,40
67151,22,14,36,6,1,40,2,2,19820,32,32
67159,6,21,52,1,1,35,1,1,19820,40,40
67171,23,22,36,6,1,39,1,1,19820,40,40
67189,45,14,49,6,2,39,2,1,19820,-4,-4
67224,46,21,60,1,1,40,4,2,19820,32,32
67225,22,16,38,1,2,44,4,2,19820,-4,-4
67227,36,22,51,1,1,36,1,1,19820,40,40
67228,22,16,20,6,1,40,1,1,19820,40,40
67232,14,21,30,6,1,40,1,2,19820,30,30
67236,40,8,52,4,2,44,2,1,19820,50,50
67283,22,13,28,6,1,39,2,1,19820,40,40
67287,43,15,27,6,2,39,2,2,19820,32,32
67298,43,6,66,1,1,44,1,1,19820,48,48
67299,40,8,69,1,2,42,1,1,19820,40,40
67302,10,21,22,6,2,40,2,1,19820,36,36
67303,23,22,60,1,1,37,2,1,19820,40,40
67368,7,21,57,4,1,40,1,1,19820,40,40
67383,22,16,34,6,2,39,2,1,19820,40,40
67445,42,11,41,1,2,39,2,1,19820,40,40
67459,42,9,37,1,1,40,2,1,19820,40,40
67460,41,17,35,1,2,42,2,1,19820,36,36
67470,38,3,26,6,1,43,1,1,19820,40,40
67477,22,13,31,6,2,39,2,2,19820,25,25
67486,44,14,66,1,1,39,2,2,19820,24,24
67494,21,21,46,3,1,40,1,1,19820,-4,-4
70212,42,17,65,1,2,39,1,2,33460,15,15
70213,4,19,48,4,1,40,1,1,33460,40,40
70214,22,16,22,6,1,40,1,1,33460,60,60
70215,22,16,21,6,1,40,1,1,33460,60,60
70216,46,16,22,6,2,38,2,1,33460,-4,-4
70218,44,13,24,6,1,38,2,1,33460,-4,-4
70219,36,3,33,1,1,44,1,1,33460,45,45
70220,36,1,31,1,2,44,1,1,33460,45,45
70227,25,17,41,4,2,43,1,1,33460,50,50
70233,36,4,29,1,1,43,1,1,33460,40,40
70236,41,21,39,1,2,39,1,1,33460,45,45
70237,6,21,44,1,1,31,1,1,33460,40,40
70240,6,21,49,6,1,31,1,1,33460,40,40
70244,48,15,46,6,1,41,1,2,33460,30,30
70250,4,19,34,1,1,34,1,1,33460,40,40
70251,45,14,70,1,2,38,1,1,33460,40,40
70257,8,4,45,4,1,44,1,1,33460,40,40
70259,44,8,16,6,2,37,1,2,33460,20,20
70260,51,7,43,6,1,45,1,1,33460,-4,-4
70261,32,17,28,6,2,40,1,1,33460,40,40
70267,40,2,28,1,2,44,1,1,33460,40,40
70268,40,1,29,1,1,44,1,1,33460,40,40
70269,38,14,35,1,2,39,1,2,33460,-4,-4
70270,46,13,31,1,1,43,1,1,33460,40,40
70279,36,1,25,6,1,43,1,1,33460,50,50
70280,36,2,25,6,2,44,1,1,33460,45,45
70281,35,17,18,6,2,39,1,1,33460,40,40
70282,48,16,69,6,1,43,1,1,33460,40,40
70283,8,3,29,6,2,42,1,2,33460,-4,-4
70284,4,19,25,6,1,40,1,1,33460,40,40
70285,36,4,61,1,1,43,1,1,33460,40,40
70286,44,15,57,1,2,44,1,1,33460,35,35
70288,32,17,21,6,1,40,1,1,33460,40,40
70289,46,13,53,1,1,37,1,1,33460,40,40
70290,45,14,47,1,2,34,1,1,33460,40,40
70292,4,19,20,6,1,37,1,2,33460,30,30
70296,49,6,43,1,1,44,1,1,33460,48,48
70297,49,6,40,1,2,43,1,1,33460,45,45
70299,50,15,15,5,2,35,1,2,33460,3,3
70302,41,3,31,6,2,43,1,1,33460,40,40
70304,13,21,21,6,1,40,1,1,33460,-4,-4
70305,46,13,20,6,2,40,1,1,33460,40,40
70306,31,17,20,6,1,39,1,1,33460,-4,-4
70307,40,14,21,5,2,40,1,1,33460,40,40
70309,36,17,45,6,2,39,2,1,33460,40,40
70317,42,5,29,6,2,44,1,1,33460,40,40
70318,36,1,35,1,2,43,1,1,33460,-4,-4
70319,44,9,29,1,1,40,1,1,33460,40,40
70321,22,16,22,1,2,40,1,1,33460,35,35
70325,35,1,60,1,2,39,1,2,33460,32,32
70326,35,2,65,1,1,43,1,2,33460,20,20
70328,44,15,23,1,1,43,1,1,33460,35,35
70330,40,2,25,6,2,43,6,1,33460,40,40
70331,22,2,28,6,2,40,1,1,33460,40,40
70334,16,21,61,1,2,33,1,1,33460,40,40
70336,25,17,41,1,2,43,1,1,33460,40,40
70337,46,13,19,6,2,40,1,1,33460,40,40
70340,22,14,48,1,1,37,1,1,33460,40,40
70345,41,17,64,1,2,40,2,1,33460,40,40
70347,42,10,49,2,2,43,2,2,33460,24,24
70352,40,8,26,1,1,43,4,1,33460,40,40
70353,43,6,27,1,2,44,1,1,33460,40,40
70354,36,4,31,1,1,43,1,1,33460,40,40
70355,36,10,31,1,2,45,1,2,33460,24,24
70358,38,9,68,1,1,46,1,1,33460,-4,-4
70362,10,4,31,4,2,43,1,1,33460,40,40
70368,36,3,23,6,2,43,1,1,33460,40,40
70369,36,7,26,6,2,43,1,1,33460,40,40
70370,36,4,39,1,1,41,1,1,33460,40,40
70374,41,15,48,6,2,42,2,1,33460,45,45
70377,41,10,28,1,1,44,1,1,33460,-4,-4
70378,43,6,28,1,2,44,1,1,33460,40,40
70381,41,10,29,6,2,46,1,1,33460,40,40
70382,19,2,36,1,1,44,1,1,33460,40,40
70383,42,10,24,1,2,43,1,2,33460,32,32
70388,40,5,33,6,2,44,1,2,33460,20,20
70389,42,11,37,6,2,42,2,1,33460,40,40
70392,4,1,35,6,1,39,2,2,33460,30,30
70393,26,1,62,1,1,43,1,1,33460,40,40
70394,38,17,66,1,2,43,1,1,33460,40,40
70395,8,4,28,6,1,43,8,1,33460,40,40
70399,44,13,63,5,1,39,2,1,33460,40,40
70400,41,10,42,1,1,43,1,1,33460,40,40
70401,41,10,34,1,2,46,1,1,33460,45,45
70409,48,17,31,6,2,42,2,2,33460,30,30
70411,42,15,21,6,1,40,1,1,33460,-4,-4
70414,24,4,30,6,2,43,1,1,33460,40,40
70417,41,10,28,1,2,45,1,1,33460,80,80
70419,41,10,62,1,2,41,1,2,33460,32,32
70420,50,15,61,1,1,44,1,2,33460,14,14
70426,36,3,28,6,1,39,1,1,33460,40,40
70431,40,5,59,1,1,46,4,1,33460,50,50
70432,36,1,50,1,2,43,1,1,33460,50,50
70433,32,12,64,4,2,39,1,1,33460,40,40
70438,50,15,36,5,2,39,2,1,33460,38,38
70450,22,22,56,6,1,39,1,1,33460,40,40
70452,23,22,46,6,1,43,1,1,33460,35,35
70454,18,4,23,6,2,43,1,1,33460,40,40
70457,38,14,37,1,1,39,1,1,33460,40,40
70458,46,13,36,1,2,39,1,2,33460,24,24
70461,46,13,35,6,1,39,1,1,33460,40,40
74980,4,16,26,6,1,39,1,1,28140,50,50
74981,41,10,27,6,2,42,1,1,28140,40,40
75005,49,9,27,6,1,43,1,2,28140,1,1
75006,33,16,24,6,1,44,1,1,28140,40,40
75008,35,10,63,4,2,41,1,1,28140,40,40
75022,36,1,30,6,1,43,4,1,28140,40,40
75026,36,2,25,6,1,43,4,1,28140,40,40
75027,36,3,27,6,1,43,4,1,28140,40,40
75028,36,2,24,6,1,43,1,1,28140,40,40
75030,23,22,40,1,1,40,2,1,28140,50,50
75031,33,17,30,1,2,40,2,1,28140,40,40
75049,10,16,33,1,1,42,2,1,28140,40,40
75050,23,17,32,1,2,39,2,1,28140,40,40
75057,46,13,30,6,1,42,1,1,28140,40,40
75058,22,16,29,6,1,43,1,1,28140,40,40
75062,38,21,54,2,1,39,2,2,28140,15,15
75078,17,21,46,4,1,40,1,1,28140,40,40
75079,14,21,59,1,2,42,2,1,28140,-4,-4
75080,38,22,59,1,1,42,2,1,28140,-4,-4
75082,32,17,50,2,2,41,2,1,28140,50,50
75083,38,14,22,6,1,39,2,1,28140,40,40
75084,42,20,69,1,1,39,1,2,28140,32,32
75090,19,14,71,1,1,39,1,2,28140,20,20
75091,9,21,67,1,2,39,1,1,28140,40,40
75092,51,17,36,1,2,43,2,1,28140,40,40
75093,41,12,42,1,1,41,2,1,28140,40,40
75098,41,11,39,1,1,43,2,1,28140,36,36
75099,41,11,36,1,2,43,2,1,28140,36,36
75116,42,11,59,1,1,42,1,1,28140,40,40
75123,50,15,28,1,2,39,1,1,28140,47,47
75124,4,19,27,1,1,43,1,1,28140,40,40
75131,44,15,27,6,1,39,1,1,28140,40,40
75132,44,16,26,6,2,39,1,1,28140,40,40
75147,44,6,33,1,2,44,2,2,28140,10,10
75151,48,15,60,1,2,37,1,1,28140,40,40
75152,22,16,60,1,1,41,1,1,28140,40,40
75156,22,16,25,6,2,43,1,1,28140,40,40
75163,23,22,34,1,2,40,1,1,28140,70,70
75164,39,22,48,1,1,40,1,1,28140,60,60
75168,40,19,57,4,1,40,2,1,28140,40,40
75170,23,22,49,6,1,42,1,1,28140,40,40
75179,4,19,42,5,1,35,1,1,28140,40,40
75180,4,19,39,1,1,35,1,1,28140,40,40
75181,36,17,37,1,2,38,1,1,28140,40,40
75190,10,21,21,6,1,39,2,1,28140,40,40
75195,41,22,41,1,1,40,2,1,28140,55,55
75196,34,17,36,1,2,40,2,1,28140,45,45
75212,43,1,63,1,2,44,1,1,28140,50,50
75213,22,16,29,6,1,42,1,2,28140,30,30
75214,44,15,26,6,1,43,1,1,28140,40,40
75222,44,12,17,6,2,39,2,1,28140,40,40
75226,42,1,35,6,2,42,1,1,28140,40,40
75231,40,1,64,3,2,42,2,1,28140,40,40
75232,40,8,35,6,2,42,2,1,28140,40,40
75243,4,19,65,1,1,39,2,1,28140,40,40
75248,36,5,31,6,1,46,1,1,28140,40,40
75249,36,1,27,6,2,43,1,1,28140,40,40
75250,29,14,53,6,2,39,2,1,28140,40,40
75258,43,8,31,6,2,39,1,2,28140,32,32
75268,46,13,22,6,2,39,1,1,28140,40,40
75269,46,13,20,6,2,39,2,1,28140,40,40
75278,34,20,55,1,1,42,2,1,28140,40,40
75279,17,22,48,1,2,42,2,1,28140,40,40
75284,41,1,48,1,2,43,1,1,28140,45,45
75288,22,17,34,4,1,40,2,1,28140,40,40
75291,51,6,35,6,2,43,1,1,28140,40,40
75294,17,21,57,6,1,40,1,1,28140,40,40
75296,36,2,64,4,1,43,1,2,28140,30,30
75302,40,17,21,6,2,40,1,1,28140,40,40
75321,21,22,26,6,1,39,1,1,28140,50,50
75322,38,22,35,4,2,39,2,1,28140,40,40
75323,33,2,51,1,2,43,2,1,28140,40,40
75324,44,12,57,1,1,39,2,1,28140,40,40
75325,40,15,20,6,1,42,2,2,28140,10,10
75328,4,19,41,4,1,39,2,1,28140,40,40
75332,19,21,42,6,1,39,2,1,28140,40,40
75335,29,14,56,2,2,39,2,2,28140,6,6
75339,4,17,28,6,1,43,1,1,28140,40,40
75340,40,17,19,6,2,43,1,1,28140,40,40
82148,40,13,23,6,2,39,3,2,29820,15,15
82151,44,2,68,6,2,43,1,1,29820,40,40
82154,46,13,30,2,1,39,1,1,29820,35,35
82155,36,7,39,6,2,44,1,1,29820,40,40
82156,42,10,64,4,1,43,6,1,29820,40,40
82167,44,9,43,1,1,43,1,2,29820,15,15
82168,41,10,35,1,2,42,1,1,29820,36,36
82172,47,16,80,1,1,43,1,2,29820,4,4
82175,42,11,50,1,2,40,1,2,29820,32,32
82177,38,14,36,4,2,36,1,1,29820,40,40
82184,44,15,55,6,1,42,1,1,29820,40,40
82190,41,11,53,4,1,43,4,1,29820,40,40
82192,22,16,22,1,1,40,6,1,29820,40,40
82193,22,16,22,1,2,42,6,2,29820,32,32
82194,32,17,47,1,1,40,2,1,29820,40,40
82200,51,7,68,6,1,43,1,1,29820,40,40
82204,47,16,45,6,2,39,1,2,29820,32,32
82205,44,17,42,1,1,40,1,1,29820,40,40
82206,44,2,39,1,2,44,1,1,29820,40,40
82210,44,15,27,6,1,39,1,1,29820,40,40
82211,38,1,32,1,1,40,1,1,29820,40,40
82212,22,16,32,1,2,43,1,1,29820,40,40
82215,22,17,54,1,2,40,1,2,29820,20,20
82216,22,1,59,1,1,43,1,1,29820,40,40
82219,38,14,52,2,2,43,1,1,29820,40,40
82220,26,15,17,6,1,39,1,1,29820,35,35
82221,22,16,21,6,1,40,1,1,29820,40,40
82224,23,17,61,6,1,39,1,1,29820,35,35
82228,36,21,45,4,1,40,1,1,29820,41,41
82232,42,11,26,6,2,41,3,1,29820,40,40
82238,44,9,58,1,1,46,1,1,29820,-4,-4
82243,42,10,21,6,2,42,2,1,29820,35,35
82248,23,17,50,1,2,41,4,1,29820,40,40
82254,36,4,28,6,1,42,6,1,29820,51,51
82255,45,17,20,6,2,40,1,1,29820,40,40
82256,44,9,60,4,1,37,1,2,29820,8,8
82262,50,14,39,1,2,41,1,2,29820,20,20
82263,38,14,42,1,1,33,1,1,29820,40,40
82277,40,12,55,1,1,44,2,1,29820,40,40
82278,38,12,21,6,1,40,2,2,29820,20,20
82279,33,16,36,5,2,43,4,1,29820,46,46
82280,42,10,36,4,2,44,4,1,29820,40,40
82281,45,4,62,1,1,40,1,1,29820,45,45
82289,22,16,35,6,1,43,4,1,29820,55,55
82290,42,10,51,1,2,43,1,1,29820,40,40
82291,4,19,53,1,1,41,1,1,29820,40,40
82295,47,16,41,4,1,34,1,1,29820,40,40
82298,46,13,26,6,1,39,4,1,29820,60,60
82301,42,10,38,1,2,41,1,1,29820,40,40
82305,46,13,42,6,1,41,1,1,29820,48,48
82308,34,1,36,4,2,42,1,1,29820,40,40
82310,36,3,34,1,1,43,4,1,29820,45,45
82311,46,13,37,1,2,39,1,1,29820,40,40
82317,46,13,31,1,2,33,1,1,29820,40,40
82318,44,9,49,1,1,33,1,1,29820,40,40
82322,10,1,73,4,1,43,1,1,29820,43,43
82334,48,17,19,6,2,39,1,1,29820,40,40
82335,4,2,39,4,2,44,1,1,29820,40,40
82337,21,16,49,1,2,42,1,1,29820,40,40
82340,36,10,41,6,2,43,1,1,29820,50,50
82343,7,16,37,4,2,41,1,1,29820,40,40
82344,40,15,19,6,1,40,1,2,29820,30,30
82347,46,13,18,6,1,39,1,2,29820,25,25
82348,4,14,35,1,1,39,1,1,29820,40,40
82349,44,14,47,1,2,39,1,1,29820,40,40
82352,22,16,43,1,1,42,1,1,29820,-4,-4
82357,37,2,24,6,1,39,3,1,29820,40,40
82358,38,12,54,4,1,39,1,1,29820,40,40
82362,4,19,43,6,1,39,4,1,29820,40,40
82364,45,15,53,4,2,43,4,1,29820,40,40
82366,32,17,60,1,2,39,1,2,29820,27,27
82369,22,16,28,6,2,43,1,1,29820,55,55
82376,38,17,40,1,2,39,2,1,29820,40,40
82377,46,16,17,6,2,37,2,2,29820,20,20
82378,22,17,19,6,2,39,2,1,29820,40,40
82379,50,15,24,6,2,43,2,1,29820,40,40
82382,38,17,44,6,1,39,1,1,29820,40,40
82383,44,17,43,6,2,39,1,1,29820,40,40
82384,44,3,35,1,1,43,1,1,29820,40,40
82386,22,16,58,1,1,43,4,2,29820,8,8
82387,46,22,53,1,2,44,4,1,29820,40,40
82395,40,8,49,4,1,44,1,1,29820,40,40
82398,26,9,72,2,1,42,1,2,29820,25,25
82406,4,2,23,6,1,39,1,1,29820,40,40
82407,22,22,50,4,1,39,1,1,29820,35,35
82408,4,19,57,4,1,40,1,1,29820,40,40
82410,38,20,55,4,1,43,1,1,29820,40,40
82411,38,17,25,1,1,39,1,1,29820,40,40
82414,46,13,34,6,1,39,1,2,29820,30,30
82419,44,13,35,2,2,39,1,1,29820,40,40
82422,22,21,54,6,1,34,1,1,29820,40,40
82423,38,12,28,1,1,40,1,1,29820,50,50
82424,38,12,33,1,2,39,1,1,29820,40,40
82425,42,10,20,6,1,40,1,1,29820,35,35
82426,21,16,41,4,2,40,1,1,29820,40,40
82428,42,1,31,4,2,40,6,1,29820,50,50
82437,38,14,40,6,1,40,1,1,29820,35,35
82438,44,13,44,2,1,39,4,1,29820,40,40
82439,8,4,28,6,1,43,5,1,29820,40,40
82455,40,8,65,4,1,40,1,2,29820,21,21
82457,22,17,80,4,2,39,1,2,29820,20,20
82459,25,9,39,6,1,43,1,1,29820,40,40
82465,45,20,45,1,1,39,8,1,29820,40,40
82474,22,10,32,2,1,42,4,1,29820,40,40
82475,43,15,53,5,2,43,4,2,29820,25,25
82476,36,9,57,4,2,40,1,1,29820,40,40
82477,17,21,59,1,1,42,1,1,29820,44,44
82484,45,17,35,6,1,42,1,1,29820,40,40
82487,23,1,58,1,1,39,1,1,29820,60,60
82488,22,1,58,1,2,39,1,1,29820,40,40
82490,44,14,34,1,1,39,2,1,29820,-4,-4
82503,34,16,57,1,1,44,1,1,29820,-4,-4
82504,34,16,56,1,2,43,1,1,29820,-4,-4
82505,27,17,43,6,1,39,1,1,29820,40,40
82506,30,17,20,6,1,39,1,1,29820,40,40
82507,22,15,48,1,2,40,1,1,29820,38,38
82508,32,1,36,1,1,40,1,1,29820,50,50
82509,45,14,38,1,2,34,1,1,29820,35,35
82510,4,19,40,1,1,34,1,2,29820,30,30
82514,45,13,42,1,2,39,1,2,29820,20,20
82515,29,20,41,1,1,39,1,1,29820,40,40
82518,51,12,53,6,2,44,1,1,29820,40,40
82519,4,19,38,1,1,39,1,1,29820,45,45
82520,38,14,35,1,2,39,1,1,29820,40,40
82525,38,14,58,1,1,34,1,1,29820,40,40
82536,22,17,26,6,2,44,1,1,29820,40,40
82538,23,22,85,3,1,40,1,2,29820,20,20
82540,22,21,39,2,2,40,1,1,29820,40,40
82542,4,19,49,1,1,40,1,1,29820,40,40
82544,38,1,39,5,1,39,4,1,29820,40,40
82545,46,13,27,5,2,39,1,1,29820,40,40
82549,4,19,56,4,1,39,1,1,29820,35,35
82550,45,16,22,6,2,39,2,2,29820,30,30
82553,22,16,35,4,1,42,1,1,29820,75,75
82556,41,10,47,4,2,41,1,1,29820,36,36
82557,48,17,17,6,2,39,1,1,29820,40,40
82558,22,17,22,6,2,39,1,2,29820,32,32
82561,48,11,62,1,1,44,1,1,29820,35,35
82562,14,21,33,4,2,43,1,1,29820,35,35
82563,38,14,36,4,2,35,1,2,29820,32,32
82564,22,10,44,6,1,42,1,1,29820,-4,-4
82566,29,1,50,1,1,43,1,1,29820,40,40
82575,38,14,29,6,1,39,1,1,29820,40,40
82576,38,14,51,1,2,33,1,2,29820,20,20
82577,4,19,52,1,1,33,1,1,29820,40,40
82579,38,14,25,6,1,37,1,1,29820,40,40
82582,41,3,57,4,2,42,2,1,29820,40,40
82583,4,2,29,4,1,39,2,1,29820,40,40
82586,21,17,56,1,2,39,1,1,29820,45,45
82588,23,22,52,1,1,39,5,1,29820,40,40
